Apeksha Telecom Services Private Limited,0,1022,12.917107918623,77.586017847061,Telecommunication,Telecommunication
Aspire Tele Solutions,0,245,12.90781,77.5781,Telecommunication,Security
SandeshLIVE.Com,2,18010,12.91257,77.6446,Telecommunication,Telecommunication
Subex,734,1867,12.92515151,77.68765795,Telecommunication,Business Consultant
ElectronicsComp.com,0,459,12.87636,77.60256,Telecommunication,Telecommunication
Club Mahindra Sadashivnagar,2,251,13.00992,77.57658,Telecommunication,Telecommunication
BBNL,6,532,13.0228608,77.5847066,Telecommunication,Telecommunication
"Mobile Phone & Laptops Training,service Training Center",0,345,13.0274699,77.59349,Telecommunication,Telecommunication
FutureTel Solutions,0,343,12.97536494229,77.584091172007,Telecommunication,Telecommunication
Unique Performance Techsoft Pvt Ltd,0,406,12.9747496,77.6244812,Telecommunication,Computer Service
*astTECS,21,307,12.9552298,77.6385193,Telecommunication,Telecommunication
CitiConnect,1,575,13.0377798,77.6299286,Telecommunication,Telecommunication
Techroutes Network,0,435,12.9833,77.5833,Telecommunication,Telecommunication
LCN,1,332,12.86956,77.58676,Telecommunication,Telecommunication
Fiber Optika,0,334,12.978929834753,77.548934220386,Telecommunication,Telecommunication
G N Associates,1,622,12.9630299,77.5981064,Telecommunication,Professional Service
"Airtel Leased Line, Mpls Vpn, Pri Lines in Bangalore - 09632177489",0,211,13.01193,77.69793,Telecommunication,Internet Service Provider
D-TEL Cellular Services Pvt Ltd.,0,199,13.025965926334,77.6513671875,Telecommunication,Telecommunication
SRI SAI SUPER Telecom,2,107,12.9943899,77.57812,Telecommunication,Telecommunication
Mobile Care,52,1641,12.9829825,77.552223,Telecommunication,Medical & Health
Ibus Networks,1,167,12.97884,77.63884,Telecommunication,Telecommunication
Vinay Telecom & Computers,0,215,12.95886,77.58343,Telecommunication,Telecommunication
Anritsu India Pvt Ltd,1,146,12.8794498,77.5596695,Telecommunication,Telecommunication
VINSURWAVES,0,163,12.9833,77.5833,Telecommunication,Telemarketing Service,Manufacturing,Radio & Communication Equipment
ACT FIBER NET 9035255557,0,90,12.95603,77.72941,Telecommunication,Telecommunication
HariSuch Network Pvt Ltd,1,70,12.87852,77.64049,Telecommunication,Telecommunication
Siddharth Enterprises,0,356,12.97521,77.60787,Telecommunication,Telecommunication
Mascot Network Solutions,0,90,12.91063,77.52093,Telecommunication,Telecommunication
QUBE Telecom Technique,0,226,12.98299,77.66659,Telecommunication,Telecommunication
F1interop solutions Pvt. Ltd,3,248,12.9833,77.5833,Telecommunication,Professional Service
New Quadrants Technology,0,66,12.91823,77.61423,Telecommunication,Telecommunication
Telesisindia,1,68,12.9590599,77.65875,Telecommunication,Telemarketing Service,Mobile Phone Shop
Airtel 4G Lte Bangalore - 9632177489,31,820,13.0082798,77.6931076,Telecommunication,Professional Service
Onmobile Global Ltd,923,983,12.84093847,77.665867096667,Telecommunication,Business Service
Walia Telecommunications,1,277,12.759397055495,77.485614750821,Shopping/Retail,Mobile Phone Shop,Accessories Store,Wholesale & Supply Store
Videocon Mobile Service Centre,1,166,12.9400196,77.569191,Telecommunication,Automotive
ikonTel  Solutions Pvt Ltd,20,159,12.99677,77.57144,Telecommunication,Professional Service
Eagle Conferencing India,2,1200,12.986668959023,77.738227074909,Telecommunication,Meeting Room,Business Service
NanoCell Networks Pvt.Ltd.,2,2730,12.987097711361,77.554294456766,Telecommunication,Professional Service
ITouch Smartphones Restore,14,1838,12.906655362898,77.640578941084,Telecommunication,Business Service,Repair Service,Mobile Phone Shop
Aryan Rajeev Gowda Freelancing Fitness Personal Trainer,0,172,12.9833,77.5833,Telecommunication,Sports & Recreation,Professional Service
Fone care,1,144,12.92029,77.6001299,Telecommunication,Medical & Health
